"Date","Predicted","Actual","Upper","Lower","RMSE"
2010-11-01,4.6297870472979,11.7346340618255,5.02020799338458,4.24799618572641,7.10484701452757
2010-12-01,4.29894089437642,11.8018865622628,4.70344711349706,3.89277777747424,7.50294566788637
2011-01-01,4.02232957339907,11.735056505854,4.43336129324471,3.6245157052226,7.71272693245496
2011-02-01,3.78187705755612,11.6571821620756,4.20840136408123,3.34341174721223,7.87530510451949
2011-03-01,2.64051034622319,11.9030205926993,3.08877508904779,2.19081918144791,9.26251024647611
2011-04-01,2.52979055891691,12.2922328770398,2.97705800289135,2.08685873462661,9.76244231812285
2011-05-01,2.59725970234972,12.2663362240448,3.07377378078804,2.13418298846867,9.66907652169513
2011-06-01,3.0522807843127,12.7717537347547,3.50065909168041,2.62615248002002,9.71947295044195
2011-07-01,2.82419814009219,12.7238653575799,3.27580817429671,2.34775913715493,9.89966721748769
2011-08-01,4.05291771898233,14.2230251853871,4.46228919260599,3.66943956949275,10.1701074664047
2011-09-01,4.22176552480467,14.2901196862473,4.61349732112943,3.82503723811668,10.0683541614426
2011-10-01,4.00365731317607,13.8840729188409,4.40883508813836,3.60232612883006,9.88041560566488
2011-11-01,3.90569467180125,14.1471354104189,4.30683727090818,3.50222774804296,10.2414407386177
2011-12-01,3.82205993883293,13.9380289155484,4.23718675346322,3.42113121366212,10.1159689767154
2012-01-01,3.4916275471321,13.126854152476,3.90686981793312,3.06359261378742,9.63522660534391
2012-02-01,3.20790265114684,12.2821766689227,3.62760496878077,2.78061075700081,9.07427401777589
2012-03-01,4.49058311100818,11.7992608505796,4.87613276353399,4.10401410054578,7.30867773957141
2012-04-01,4.6287302820742,11.7881654869303,5.00214739813041,4.24467414670795,7.15943520485611
2012-05-01,5.0322331735523,11.0889437405646,5.40799921833395,4.65927101325166,6.05671056701227
2012-06-01,5.22650028432836,10.6698274653015,5.58739875730482,4.85575011128363,5.44332718097318
2012-07-01,5.00378817458717,10.3859262454999,5.37403363356732,4.64698441353682,5.38213807091277
2012-08-01,4.80761001069044,10.7735372369024,5.18758502061636,4.43329670340368,5.965927226212
2012-09-01,4.62488800633737,9.63805834479343,4.99160284994909,4.23620982857848,5.01317033845606
2012-10-01,4.72379896644611,9.26938274568123,5.0949467284828,4.34506637168038,4.54558377923513
